PROBE_V1
p=0.0028561201554607499 q=547.76569688611812
p=0.0028561201554610002 q=547.76569688611823
p=0.00285612015546125 q=547.76569688611835
p=0.0028561201554614998 q=547.76569688611846
p=0.00285612015546175 q=547.76569688611869
p=0.0028561201554619998 q=547.7656968861188
p=0.00285612015546225 q=547.76569688611903
p=0.0028561201554624998 q=547.76569688611903
p=0.0028561201554627501 q=547.76569688611926
p=0.0028561201554629999 q=547.76569688611937
p=0.0028561201554632501 q=547.76569688611949
p=0.0028561201554634999 q=547.76569688611971
p=0.0028561201554637501 q=547.76569688611983
p=0.0028561201554639999 q=547.76569688611994
p=0.0028561201554642502 q=547.76569688612017
p=0.0028561201554645 q=547.76569688612028
p=0.0028561201554647498 q=547.76569688612039
p=0.002856120155465 q=547.76569688612062
p=0.0028561201554652498 q=547.76569688612062
p=0.0028561201554655 q=547.76569688612085
p=0.0028561201554657498 q=547.76569688612096
p=0.0028561201554660001 q=547.76569688612108
p=0.0028561201554662499 q=547.7656968861213
p=0.0028561201554665001 q=547.76569688612142
p=0.0028561201554667499 q=547.76569688612153
p=0.0028561201554670001 q=547.76569688612176
p=0.0028561201554672499 q=547.76569688612187
p=0.0028561201554675002 q=547.76569688612199
p=0.00285612015546775 q=547.7656968861221
p=0.0028561201554679998 q=547.76569688612233
p=0.00285612015546825 q=547.76569688612244
p=0.0028561201554684998 q=547.76569688612267
p=0.00285612015546875 q=547.76569688612267
p=0.0028561201554689998 q=547.7656968861229
p=0.0028561201554692501 q=547.76569688612301
p=0.0028561201554694999 q=547.76569688612312
p=0.0028561201554697501 q=547.76569688612335
p=0.0028561201554699999 q=547.76569688612346
p=0.0028561201554702501 q=547.76569688612358
p=0.0028561201554704999 q=547.76569688612381
p=0.0028561201554707502 q=547.76569688612392
p=0.002856120155471 q=547.76569688612403
p=0.0028561201554712498 q=547.76569688612426
p=0.0028561201554715 q=547.76569688612437
p=0.0028561201554717498 q=547.76569688612449
p=0.002856120155472 q=547.7656968861246
p=0.0028561201554722498 q=547.76569688612472
p=0.0028561201554725001 q=547.76569688612494
p=0.0028561201554727499 q=547.76569688612506
p=0.0028561201554730001 q=547.76569688612517
p=0.0028561201554732499 q=547.7656968861254
p=0.0028561201554735001 q=547.76569688612551
p=0.0028561201554737499 q=547.76569688612562
p=0.0028561201554740002 q=547.76569688612585
p=0.00285612015547425 q=547.76569688612597
p=0.0028561201554744998 q=547.76569688612608
p=0.00285612015547475 q=547.76569688612619
p=0.0028561201554749998 q=547.76569688612642
p=0.00285612015547525 q=547.76569688612653
p=0.0028561201554754998 q=547.76569688612665
p=0.0028561201554757501 q=547.76569688612676
p=0.0028561201554759999 q=547.76569688612699
p=0.0028561201554762501 q=547.7656968861271
p=0.0028561201554764999 q=547.76569688612722
p=0.0028561201554767502 q=547.76569688612733
p=0.002856120155477 q=547.76569688612756
p=0.0028561201554772498 q=547.76569688612767
p=0.0028561201554775 q=547.76569688612778
p=0.0028561201554777498 q=547.76569688612801
p=0.002856120155478 q=547.76569688612813
p=0.0028561201554782498 q=547.76569688612824
p=0.0028561201554785001 q=547.76569688612847
p=0.0028561201554787499 q=547.76569688612858
p=0.0028561201554790001 q=547.76569688612869
p=0.0028561201554792499 q=547.76569688612881
p=0.0028561201554795001 q=547.76569688612904
p=0.0028561201554797499 q=547.76569688612915
p=0.0028561201554800002 q=547.76569688612926
p=0.00285612015548025 q=547.76569688612938
p=0.0028561201554804998 q=547.7656968861296
p=0.00285612015548075 q=547.76569688612972
p=0.0028561201554809998 q=547.76569688612983
p=0.00285612015548125 q=547.76569688612994
p=0.0028561201554814998 q=547.76569688613017
p=0.0028561201554817501 q=547.76569688613029
p=0.0028561201554819999 q=547.7656968861304
p=0.0028561201554822501 q=547.76569688613063
p=0.0028561201554824999 q=547.76569688613074
p=0.0028561201554827501 q=547.76569688613085
p=0.0028561201554829999 q=547.76569688613097
p=0.0028561201554832502 q=547.7656968861312
p=0.0028561201554835 q=547.76569688613131
p=0.0028561201554837498 q=547.76569688613142
p=0.002856120155484 q=547.76569688613165
p=0.0028561201554842498 q=547.76569688613176
p=0.0028561201554845 q=547.76569688613188
p=0.0028561201554847498 q=547.7656968861321
p=0.0028561201554850001 q=547.76569688613222
p=0.0028561201554852499 q=547.76569688613233
p=0.0028561201554855001 q=547.76569688613245
p=0.0028561201554857499 q=547.76569688613267
p=0.0028561201554860001 q=547.76569688613279
p=0.0028561201554862499 q=547.7656968861329
p=0.0028561201554865002 q=547.76569688613313
p=0.00285612015548675 q=547.76569688613324
p=0.0028561201554869998 q=547.76569688613336
p=0.00285612015548725 q=547.76569688613347
p=0.0028561201554874998 q=547.7656968861337
p=0.00285612015548775 q=547.76569688613381
p=0.0028561201554879998 q=547.76569688613392
p=0.0028561201554882501 q=547.76569688613404
p=0.0028561201554884999 q=547.76569688613426
p=0.0028561201554887501 q=547.76569688613438
p=0.0028561201554889999 q=547.76569688613449
p=0.0028561201554892501 q=547.76569688613472
p=0.0028561201554894999 q=547.76569688613483
p=0.0028561201554897502 q=547.76569688613495
p=0.00285612015549 q=547.76569688613506
p=0.0028561201554902498 q=547.76569688613517
p=0.0028561201554905 q=547.7656968861354
p=0.0028561201554907498 q=547.76569688613552
p=0.002856120155491 q=547.76569688613563
p=0.0028561201554912498 q=547.76569688613586
p=0.0028561201554915001 q=547.76569688613597
p=0.0028561201554917499 q=547.76569688613608
p=0.0028561201554920001 q=547.76569688613631
p=0.0028561201554922499 q=547.76569688613642
p=0.0028561201554925001 q=547.76569688613654
p=0.0028561201554927499 q=547.76569688613677
p=0.0028561201554930002 q=547.76569688613688
p=0.00285612015549325 q=547.76569688613699
p=0.0028561201554934998 q=547.76569688613711
p=0.00285612015549375 q=547.76569688613733
p=0.0028561201554939998 q=547.76569688613745
p=0.00285612015549425 q=547.76569688613756
p=0.0028561201554944998 q=547.76569688613768
p=0.0028561201554947501 q=547.7656968861379
p=0.0028561201554949999 q=547.76569688613802
p=0.0028561201554952501 q=547.76569688613813
p=0.0028561201554954999 q=547.76569688613836
p=0.0028561201554957501 q=547.76569688613847
p=0.0028561201554959999 q=547.76569688613858
p=0.0028561201554962497 q=547.7656968861387
p=0.0028561201554965 q=547.76569688613881
p=0.0028561201554967498 q=547.76569688613904
p=0.002856120155497 q=547.76569688613915
p=0.0028561201554972498 q=547.76569688613927
p=0.0028561201554975 q=547.76569688613949
p=0.0028561201554977498 q=547.76569688613961
p=0.0028561201554980001 q=547.76569688613972
p=0.0028561201554982499 q=547.76569688613995
p=0.0028561201554985001 q=547.76569688614006
p=0.0028561201554987499 q=547.76569688614018
p=0.0028561201554990001 q=547.76569688614029
p=0.0028561201554992499 q=547.76569688614052
p=0.0028561201554994997 q=547.76569688614063
p=0.00285612015549975 q=547.76569688614074
p=0.0028561201554999998 q=547.76569688614097
p=0.00285612015550025 q=547.76569688614109
p=0.0028561201555004998 q=547.7656968861412
p=0.00285612015550075 q=547.76569688614131
p=0.0028561201555009998 q=547.76569688614154
p=0.0028561201555012501 q=547.76569688614165
p=0.0028561201555014999 q=547.76569688614177
p=0.0028561201555017501 q=547.765696886142
p=0.0028561201555019999 q=547.76569688614211
p=0.0028561201555022502 q=547.76569688614222
p=0.0028561201555025 q=547.76569688614234
p=0.0028561201555027498 q=547.76569688614256
p=0.002856120155503 q=547.76569688614268
p=0.0028561201555032498 q=547.76569688614279
p=0.0028561201555035 q=547.7656968861429
p=0.0028561201555037498 q=547.76569688614313
p=0.0028561201555040001 q=547.76569688614325
p=0.0028561201555042499 q=547.76569688614336
p=0.0028561201555045001 q=547.76569688614359
p=0.0028561201555047499 q=547.7656968861437
p=0.0028561201555050001 q=547.76569688614381
p=0.0028561201555052499 q=547.76569688614404
p=0.0028561201555055002 q=547.76569688614416
p=0.00285612015550575 q=547.76569688614427
p=0.0028561201555059998 q=547.76569688614438
p=0.00285612015550625 q=547.76569688614461
p=0.0028561201555064998 q=547.76569688614472
p=0.00285612015550675 q=547.76569688614484
p=0.0028561201555069998 q=547.76569688614495
p=0.0028561201555072501 q=547.76569688614518
p=0.0028561201555074999 q=547.76569688614529
p=0.0028561201555077501 q=547.76569688614541
p=0.0028561201555079999 q=547.76569688614563
p=0.0028561201555082501 q=547.76569688614575
p=0.0028561201555084999 q=547.76569688614586
p=0.0028561201555087502 q=547.76569688614597
p=0.002856120155509 q=547.7656968861462
p=0.0028561201555092498 q=547.76569688614632
p=0.0028561201555095 q=547.76569688614643
p=0.0028561201555097498 q=547.76569688614654
p=0.00285612015551 q=547.76569688614677
p=0.0028561201555102498 q=547.76569688614688
p=0.0028561201555105001 q=547.765696886147
p=0.0028561201555107499 q=547.76569688614723
p=0.0028561201555110001 q=547.76569688614734
p=0.0028561201555112499 q=547.76569688614745
p=0.0028561201555115001 q=547.76569688614768
p=0.0028561201555117499 q=547.76569688614779
p=0.0028561201555120002 q=547.76569688614791
p=0.00285612015551225 q=547.76569688614802
p=0.0028561201555124998 q=547.76569688614825
p=0.00285612015551275 q=547.76569688614836
p=0.0028561201555129998 q=547.76569688614848
p=0.00285612015551325 q=547.76569688614859
p=0.0028561201555134998 q=547.76569688614882
p=0.0028561201555137501 q=547.76569688614893
p=0.0028561201555139999 q=547.76569688614904
p=0.0028561201555142501 q=547.76569688614927
p=0.0028561201555144999 q=547.76569688614939
p=0.0028561201555147501 q=547.7656968861495
p=0.0028561201555149999 q=547.76569688614961
p=0.0028561201555152497 q=547.76569688614984
p=0.0028561201555155 q=547.76569688614995
p=0.0028561201555157498 q=547.76569688615007
p=0.002856120155516 q=547.76569688615029
p=0.0028561201555162498 q=547.76569688615041
p=0.0028561201555165 q=547.76569688615052
p=0.0028561201555167498 q=547.76569688615064
p=0.0028561201555170001 q=547.76569688615086
p=0.0028561201555172499 q=547.76569688615098
p=0.0028561201555175001 q=547.76569688615109
p=0.0028561201555177499 q=547.7656968861512
p=0.0028561201555180001 q=547.76569688615143
p=0.0028561201555182499 q=547.76569688615155
p=0.0028561201555184997 q=547.76569688615166
p=0.00285612015551875 q=547.76569688615189
p=0.0028561201555189998 q=547.765696886152
p=0.00285612015551925 q=547.76569688615211
p=0.0028561201555194998 q=547.76569688615223
p=0.00285612015551975 q=547.76569688615245
p=0.0028561201555199998 q=547.76569688615257
p=0.0028561201555202501 q=547.76569688615268
p=0.0028561201555204999 q=547.76569688615291
p=0.0028561201555207501 q=547.76569688615302
p=0.0028561201555209999 q=547.76569688615314
p=0.0028561201555212501 q=547.76569688615325
p=0.0028561201555214999 q=547.76569688615348
p=0.0028561201555217497 q=547.76569688615359
p=0.002856120155522 q=547.76569688615371
p=0.0028561201555222498 q=547.76569688615382
p=0.0028561201555225 q=547.76569688615405
p=0.0028561201555227498 q=547.76569688615416
p=0.002856120155523 q=547.76569688615427
p=0.0028561201555232498 q=547.7656968861545
p=0.0028561201555235001 q=547.76569688615461
p=0.0028561201555237499 q=547.76569688615473
p=0.0028561201555240001 q=547.76569688615484
p=0.0028561201555242499 q=547.76569688615507
p=0.0028561201555245001 q=547.76569688615518
p=0.0028561201555247499 q=547.7656968861553
p=0.0028561201555249997 q=547.76569688615541
p=0.00285612015552525 q=547.76569688615564
p=0.0028561201555254998 q=547.76569688615575
p=0.00285612015552575 q=547.76569688615587
p=0.0028561201555259998 q=547.76569688615609
p=0.0028561201555262501 q=547.76569688615621
p=0.0028561201555264999 q=547.76569688615632
p=0.0028561201555267501 q=547.76569688615655
p=0.0028561201555269999 q=547.76569688615666
p=0.0028561201555272501 q=547.76569688615677
p=0.0028561201555274999 q=547.76569688615689
p=0.0028561201555277502 q=547.76569688615712
p=0.002856120155528 q=547.76569688615723
p=0.0028561201555282498 q=547.76569688615734
p=0.0028561201555285 q=547.76569688615746
p=0.0028561201555287498 q=547.76569688615768
p=0.002856120155529 q=547.7656968861578
p=0.0028561201555292498 q=547.76569688615791
p=0.0028561201555295001 q=547.76569688615814
p=0.0028561201555297499 q=547.76569688615825
p=0.0028561201555300001 q=547.76569688615837
p=0.0028561201555302499 q=547.76569688615859
p=0.0028561201555305001 q=547.76569688615871
p=0.0028561201555307499 q=547.76569688615882
p=0.0028561201555310002 q=547.76569688615893
p=0.00285612015553125 q=547.76569688615905
p=0.0028561201555314998 q=547.76569688615928
p=0.00285612015553175 q=547.76569688615939
p=0.0028561201555319998 q=547.7656968861595
p=0.00285612015553225 q=547.76569688615973
p=0.0028561201555324998 q=547.76569688615984
p=0.0028561201555327501 q=547.76569688615996
p=0.0028561201555329999 q=547.76569688616019
p=0.0028561201555332501 q=547.7656968861603
p=0.0028561201555334999 q=547.76569688616041
p=0.0028561201555337501 q=547.76569688616053
p=0.0028561201555339999 q=547.76569688616075
p=0.0028561201555342497 q=547.76569688616087
p=0.0028561201555345 q=547.76569688616098
p=0.0028561201555347498 q=547.76569688616109
p=0.002856120155535 q=547.76569688616132
p=0.0028561201555352498 q=547.76569688616144
p=0.0028561201555355 q=547.76569688616155
p=0.0028561201555357498 q=547.76569688616178
p=0.0028561201555360001 q=547.76569688616189
p=0.0028561201555362499 q=547.765696886162
p=0.0028561201555365001 q=547.76569688616212
p=0.0028561201555367499 q=547.76569688616235
p=0.0028561201555370001 q=547.76569688616246
p=0.0028561201555372499 q=547.76569688616257
p=0.0028561201555374997 q=547.76569688616269
p=0.00285612015553775 q=547.76569688616291
p=0.0028561201555379998 q=547.76569688616303
p=0.00285612015553825 q=547.76569688616314
p=0.0028561201555384998 q=547.76569688616337
p=0.00285612015553875 q=547.76569688616348
p=0.0028561201555389998 q=547.7656968861636
p=0.0028561201555392501 q=547.76569688616371
p=0.0028561201555394999 q=547.76569688616394
p=0.0028561201555397501 q=547.76569688616405
p=0.0028561201555399999 q=547.76569688616416
p=0.0028561201555402501 q=547.76569688616439
p=0.0028561201555404999 q=547.76569688616451
p=0.0028561201555407497 q=547.76569688616462
p=0.002856120155541 q=547.76569688616473
p=0.0028561201555412498 q=547.76569688616496
p=0.0028561201555414801 q=547.76569688616507
p=0.00285612015554149 q=547.76569688616507
p=0.0028561201555415 q=547.76569688616507
p=0.0028561201555417498 q=547.76569688616519
p=0.002856120155542 q=547.76569688616541
p=0.0028561201555422498 q=547.76569688616553
p=0.0028561201555425001 q=547.76569688616564
p=0.0028561201555427499 q=547.76569688616587
p=0.0028561201555430001 q=547.76569688616598
p=0.0028561201555432499 q=547.7656968861661
p=0.0028561201555435001 q=547.76569688616621
p=0.0028561201555437499 q=547.76569688616644
p=0.0028561201555439997 q=547.76569688616655
p=0.00285612015554425 q=547.76569688616667
p=0.0028561201555444998 q=547.76569688616678
p=0.00285612015554475 q=547.76569688616701
p=0.0028561201555449998 q=547.76569688616712
p=0.00285612015554525 q=547.76569688616723
p=0.0028561201555454998 q=547.76569688616746
p=0.0028561201555457501 q=547.76569688616758
p=0.0028561201555459999 q=547.76569688616769
p=0.0028561201555462501 q=547.7656968861678
p=0.0028561201555464999 q=547.76569688616803
p=0.0028561201555467501 q=547.76569688616814
p=0.0028561201555469999 q=547.76569688616826
p=0.0028561201555472497 q=547.76569688616837
p=0.0028561201555475 q=547.7656968861686
p=0.0028561201555477498 q=547.76569688616871
p=0.002856120155548 q=547.76569688616883
p=0.0028561201555482498 q=547.76569688616905
p=0.0028561201555485 q=547.76569688616917
p=0.0028561201555487498 q=547.76569688616928
p=0.0028561201555490001 q=547.76569688616939
p=0.0028561201555492499 q=547.76569688616962
p=0.0028561201555495001 q=547.76569688616974
p=0.0028561201555497499 q=547.76569688616985
p=0.0028561201555500002 q=547.76569688617008
p=0.00285612015555025 q=547.76569688617019
p=0.0028561201555504998 q=547.7656968861703
p=0.00285612015555075 q=547.76569688617042
p=0.0028561201555509998 q=547.76569688617064
p=0.00285612015555125 q=547.76569688617076
p=0.0028561201555514998 q=547.76569688617087
p=0.0028561201555517501 q=547.76569688617099
p=0.0028561201555519999 q=547.76569688617121
p=0.0028561201555522501 q=547.76569688617133
p=0.0028561201555524999 q=547.76569688617144
p=0.0028561201555527501 q=547.76569688617167
p=0.0028561201555529999 q=547.76569688617178
p=0.0028561201555532497 q=547.7656968861719
p=0.0028561201555535 q=547.76569688617201
p=0.0028561201555537498 q=547.76569688617224
p=0.002856120155554 q=547.76569688617235
p=0.0028561201555542498 q=547.76569688617246
p=0.0028561201555545 q=547.76569688617269
p=0.0028561201555547498 q=547.7656968861728
p=0.0028561201555550001 q=547.76569688617292
p=0.0028561201555552499 q=547.76569688617303
p=0.0028561201555555001 q=547.76569688617326
p=0.0028561201555557499 q=547.76569688617337
p=0.0028561201555560001 q=547.76569688617349
p=0.0028561201555562499 q=547.7656968861736
p=0.0028561201555564997 q=547.76569688617383
p=0.00285612015555675 q=547.76569688617394
p=0.0028561201555569998 q=547.76569688617406
p=0.00285612015555725 q=547.76569688617428
p=0.0028561201555574998 q=547.7656968861744
p=0.00285612015555775 q=547.76569688617451
p=0.0028561201555579998 q=547.76569688617474
p=0.0028561201555582501 q=547.76569688617485
p=0.0028561201555584999 q=547.76569688617496
p=0.0028561201555587501 q=547.76569688617508
p=0.0028561201555589999 q=547.76569688617531
p=0.0028561201555592501 q=547.76569688617542
p=0.0028561201555594999 q=547.76569688617553
p=0.0028561201555597497 q=547.76569688617576
p=0.00285612015556 q=547.76569688617587
p=0.0028561201555602498 q=547.76569688617599
p=0.0028561201555605 q=547.7656968861761
p=0.0028561201555607498 q=547.76569688617633
p=0.002856120155561 q=547.76569688617644
p=0.0028561201555612498 q=547.76569688617656
p=0.0028561201555615001 q=547.76569688617667
p=0.0028561201555617499 q=547.7656968861769
p=0.0028561201555620001 q=547.76569688617701
p=0.0028561201555622499 q=547.76569688617712
p=0.0028561201555625001 q=547.76569688617724
p=0.0028561201555627499 q=547.76569688617747
p=0.0028561201555629997 q=547.76569688617758
p=0.00285612015556325 q=547.76569688617769
p=0.0028561201555634998 q=547.76569688617792
p=0.00285612015556375 q=547.76569688617803
p=0.0028561201555639998 q=547.76569688617815
p=0.00285612015556425 q=547.76569688617838
p=0.0028561201555644998 q=547.76569688617849
p=0.0028561201555647501 q=547.7656968861786
p=0.0028561201555649999 q=547.76569688617872
p=0.0028561201555652501 q=547.76569688617883
p=0.0028561201555654999 q=547.76569688617906
p=0.0028561201555657501 q=547.76569688617917
p=0.0028561201555659999 q=547.76569688617928
p=0.0028561201555662497 q=547.76569688617951
p=0.0028561201555665 q=547.76569688617963
p=0.0028561201555667498 q=547.76569688617974
p=0.002856120155567 q=547.76569688617997
p=0.0028561201555672498 q=547.76569688618008
p=0.0028561201555675 q=547.76569688618019
p=0.0028561201555677498 q=547.76569688618031
p=0.0028561201555680001 q=547.76569688618054
p=0.0028561201555682499 q=547.76569688618065
p=0.0028561201555685001 q=547.76569688618076
p=0.0028561201555687499 q=547.76569688618088
p=0.0028561201555689997 q=547.7656968861811
p=0.0028561201555692499 q=547.76569688618122
p=0.0028561201555694997 q=547.76569688618133
p=0.00285612015556975 q=547.76569688618156
p=0.0028561201555699998 q=547.76569688618167
p=0.00285612015557025 q=547.76569688618179
p=0.0028561201555704998 q=547.76569688618201
p=0.00285612015557075 q=547.76569688618213
p=0.0028561201555709998 q=547.76569688618224
p=0.0028561201555712501 q=547.76569688618235
p=0.0028561201555714999 q=547.76569688618247
p=0.0028561201555717501 q=547.7656968861827
p=0.0028561201555719999 q=547.76569688618281
p=0.0028561201555722497 q=547.76569688618292
p=0.0028561201555724999 q=547.76569688618315
p=0.0028561201555727497 q=547.76569688618326
p=0.002856120155573 q=547.76569688618338
p=0.0028561201555732498 q=547.7656968861836
p=0.0028561201555735 q=547.76569688618372
p=0.0028561201555737498 q=547.76569688618383
p=0.002856120155574 q=547.76569688618395
p=0.0028561201555742498 q=547.76569688618417
p=0.0028561201555745001 q=547.76569688618429
p=0.0028561201555747499 q=547.7656968861844
p=0.0028561201555750001 q=547.76569688618463
p=0.0028561201555752499 q=547.76569688618474
p=0.0028561201555754997 q=547.76569688618486
p=0.00285612015557575 q=547.76569688618497
p=0.0028561201555759998 q=547.7656968861852
p=0.00285612015557625 q=547.76569688618531
p=0.0028561201555764998 q=547.76569688618542
p=0.00285612015557675 q=547.76569688618565
p=0.0028561201555769998 q=547.76569688618576
p=0.0028561201555772501 q=547.76569688618588
p=0.0028561201555774999 q=547.76569688618599
p=0.0028561201555777501 q=547.76569688618622
p=0.0028561201555779999 q=547.76569688618633
p=0.0028561201555782501 q=547.76569688618645
p=0.0028561201555784999 q=547.76569688618656
p=0.0028561201555787497 q=547.76569688618679
p=0.002856120155579 q=547.7656968861869
p=0.0028561201555792498 q=547.76569688618702
p=0.0028561201555795 q=547.76569688618724
p=0.0028561201555797498 q=547.76569688618736
p=0.00285612015558 q=547.76569688618747
p=0.0028561201555802498 q=547.76569688618758
p=0.0028561201555805001 q=547.76569688618781
p=0.0028561201555807499 q=547.76569688618792
p=0.0028561201555810001 q=547.76569688618804
p=0.0028561201555812499 q=547.76569688618815
p=0.0028561201555815001 q=547.76569688618838
p=0.0028561201555817499 q=547.76569688618849
p=0.0028561201555819997 q=547.76569688618861
p=0.00285612015558225 q=547.76569688618883
p=0.0028561201555824998 q=547.76569688618895
p=0.00285612015558275 q=547.76569688618906
p=0.0028561201555829998 q=547.76569688618929
p=0.00285612015558325 q=547.76569688618929
p=0.0028561201555834998 q=547.76569688618952
p=0.0028561201555837501 q=547.76569688618963
p=0.0028561201555839999 q=547.76569688618986
p=0.0028561201555842501 q=547.76569688618997
p=0.0028561201555844999 q=547.76569688619009
p=0.0028561201555847501 q=547.7656968861902
p=0.0028561201555849999 q=547.76569688619043
p=0.0028561201555852497 q=547.76569688619054
p=0.0028561201555855 q=547.76569688619065
p=0.0028561201555857498 q=547.76569688619088
p=0.002856120155586 q=547.76569688619099
p=0.0028561201555862498 q=547.76569688619111
p=0.0028561201555865 q=547.76569688619122
p=0.0028561201555867498 q=547.76569688619145
p=0.0028561201555870001 q=547.76569688619156
p=0.0028561201555872499 q=547.76569688619168
p=0.0028561201555875001 q=547.76569688619179
p=0.0028561201555877499 q=547.76569688619202
p=0.0028561201555879997 q=547.76569688619213
p=0.0028561201555882499 q=547.76569688619225
p=0.0028561201555884997 q=547.76569688619247
p=0.00285612015558875 q=547.76569688619259
p=0.0028561201555889998 q=547.7656968861927
p=0.00285612015558925 q=547.76569688619293
p=0.0028561201555894998 q=547.76569688619304
p=0.00285612015558975 q=547.76569688619315
p=0.0028561201555899998 q=547.76569688619327
p=0.0028561201555902501 q=547.7656968861935
p=0.0028561201555904999 q=547.76569688619361
p=0.0028561201555907501 q=547.76569688619372
p=0.0028561201555909999 q=547.76569688619384
p=0.0028561201555912497 q=547.76569688619406
p=0.0028561201555914999 q=547.76569688619418
p=0.0028561201555917497 q=547.76569688619429
p=0.002856120155592 q=547.76569688619452
p=0.0028561201555922498 q=547.76569688619463
p=0.0028561201555925 q=547.76569688619475
p=0.0028561201555927498 q=547.76569688619497
p=0.002856120155593 q=547.76569688619509
p=0.0028561201555932498 q=547.7656968861952
p=0.0028561201555935001 q=547.76569688619531
p=0.0028561201555937499 q=547.76569688619554
p=0.0028561201555940001 q=547.76569688619566
p=0.0028561201555942499 q=547.76569688619577
p=0.0028561201555944997 q=547.76569688619588
p=0.0028561201555947499 q=547.76569688619611
p=0.0028561201555949997 q=547.76569688619622
p=0.00285612015559525 q=547.76569688619634
p=0.0028561201555954998 q=547.76569688619657
p=0.00285612015559575 q=547.76569688619668
p=0.0028561201555959998 q=547.76569688619679
p=0.00285612015559625 q=547.76569688619691
p=0.0028561201555964998 q=547.76569688619713
p=0.0028561201555967501 q=547.76569688619725
p=0.0028561201555969999 q=547.76569688619736
p=0.0028561201555972501 q=547.76569688619747
p=0.0028561201555974999 q=547.7656968861977
p=0.0028561201555977497 q=547.76569688619782
p=0.0028561201555979999 q=547.76569688619793
p=0.0028561201555982497 q=547.76569688619816
p=0.0028561201555985 q=547.76569688619827
p=0.0028561201555987498 q=547.76569688619838
p=0.002856120155599 q=547.76569688619861
p=0.0028561201555992498 q=547.76569688619873
p=0.0028561201555995001 q=547.76569688619884
p=0.0028561201555997499 q=547.76569688619895
p=0.0028561201556000001 q=547.76569688619918
p=0.0028561201556002499 q=547.76569688619929
p=0.0028561201556005001 q=547.76569688619941
p=0.0028561201556007499 q=547.76569688619952
p=0.0028561201556009997 q=547.76569688619975
p=0.00285612015560125 q=547.76569688619986
p=0.0028561201556014998 q=547.76569688619998
p=0.00285612015560175 q=547.7656968862002
p=0.0028561201556019998 q=547.76569688620032
p=0.00285612015560225 q=547.76569688620043
p=0.0028561201556024998 q=547.76569688620054
p=0.0028561201556027501 q=547.76569688620077
p=0.0028561201556029999 q=547.76569688620089
p=0.0028561201556032501 q=547.765696886201
p=0.0028561201556034999 q=547.76569688620111
p=0.0028561201556037501 q=547.76569688620134
p=0.0028561201556039999 q=547.76569688620145
p=0.0028561201556042497 q=547.76569688620157
p=0.0028561201556045 q=547.76569688620179
p=0.0028561201556047498 q=547.76569688620191
p=0.002856120155605 q=547.76569688620202
p=0.0028561201556052498 q=547.76569688620214
p=0.0028561201556055 q=547.76569688620236
p=0.0028561201556057498 q=547.76569688620248
p=0.0028561201556060001 q=547.76569688620259
p=0.0028561201556062499 q=547.76569688620282
p=0.0028561201556065001 q=547.76569688620293
p=0.0028561201556067499 q=547.76569688620305
p=0.0028561201556069997 q=547.76569688620316
p=0.0028561201556072499 q=547.76569688620339
p=0.0028561201556074997 q=547.7656968862035
p=0.00285612015560775 q=547.76569688620361
p=0.0028561201556079998 q=547.76569688620384
p=0.00285612015560825 q=547.76569688620395
p=0.0028561201556084998 q=547.76569688620407
p=0.00285612015560875 q=547.76569688620418
p=0.0028561201556089998 q=547.76569688620441
p=0.0028561201556092501 q=547.76569688620452
p=0.0028561201556094999 q=547.76569688620464
p=0.0028561201556097501 q=547.76569688620475
p=0.0028561201556099999 q=547.76569688620498
p=0.0028561201556102497 q=547.76569688620509
p=0.0028561201556104999 q=547.76569688620521
p=0.0028561201556107497 q=547.76569688620543
p=0.002856120155611 q=547.76569688620555
p=0.0028561201556112498 q=547.76569688620566
p=0.0028561201556115 q=547.76569688620577
p=0.0028561201556117498 q=547.765696886206
p=0.002856120155612 q=547.76569688620611
p=0.0028561201556122498 q=547.76569688620623
p=0.0028561201556125001 q=547.76569688620634
p=0.0028561201556127499 q=547.76569688620657
p=0.0028561201556130001 q=547.76569688620668
p=0.0028561201556132499 q=547.7656968862068
p=0.0028561201556134997 q=547.76569688620702
p=0.0028561201556137499 q=547.76569688620714
p=0.0028561201556139997 q=547.76569688620725
p=0.00285612015561425 q=547.76569688620737
p=0.0028561201556144998 q=547.76569688620759
p=0.00285612015561475 q=547.76569688620771
p=0.0028561201556149998 q=547.76569688620782
p=0.00285612015561525 q=547.76569688620793
p=0.0028561201556154998 q=547.76569688620816
p=0.0028561201556157501 q=547.76569688620827
p=0.0028561201556159999 q=547.76569688620839
p=0.0028561201556162501 q=547.76569688620862
p=0.0028561201556164999 q=547.76569688620873
p=0.0028561201556167497 q=547.76569688620884
p=0.0028561201556169999 q=547.76569688620907
p=0.0028561201556172497 q=547.76569688620918
p=0.0028561201556175 q=547.7656968862093
p=0.0028561201556177498 q=547.76569688620953
p=0.002856120155618 q=547.76569688620964
p=0.0028561201556182498 q=547.76569688620975
p=0.0028561201556185 q=547.76569688620987
p=0.0028561201556187498 q=547.76569688621009
p=0.0028561201556190001 q=547.76569688621021
p=0.0028561201556192499 q=547.76569688621032
p=0.0028561201556195001 q=547.76569688621043
p=0.0028561201556197499 q=547.76569688621066
p=0.0028561201556199997 q=547.76569688621078
p=0.0028561201556202499 q=547.76569688621089
p=0.0028561201556204997 q=547.76569688621112
p=0.00285612015562075 q=547.76569688621123
p=0.0028561201556209998 q=547.76569688621134
