PROBE_V1
p=0.00285612015562125 q=547.76569688621146
p=0.0028561201556214998 q=547.76569688621169
p=0.00285612015562175 q=547.7656968862118
p=0.0028561201556219998 q=547.76569688621191
p=0.0028561201556222501 q=547.76569688621203
p=0.0028561201556224999 q=547.76569688621225
p=0.0028561201556227501 q=547.76569688621237
p=0.0028561201556229999 q=547.76569688621248
p=0.0028561201556232497 q=547.76569688621271
p=0.0028561201556235 q=547.76569688621282
p=0.0028561201556237498 q=547.76569688621294
p=0.002856120155624 q=547.76569688621305
p=0.0028561201556242498 q=547.76569688621328
p=0.0028561201556245 q=547.76569688621339
p=0.0028561201556247498 q=547.7656968862135
p=0.0028561201556250001 q=547.76569688621362
p=0.0028561201556252499 q=547.76569688621385
p=0.0028561201556255001 q=547.76569688621396
p=0.0028561201556257499 q=547.76569688621407
p=0.0028561201556259997 q=547.7656968862143
p=0.0028561201556262499 q=547.76569688621441
p=0.0028561201556264997 q=547.76569688621453
p=0.00285612015562675 q=547.76569688621476
p=0.0028561201556269998 q=547.76569688621487
p=0.00285612015562725 q=547.76569688621498
p=0.0028561201556274998 q=547.7656968862151
p=0.00285612015562775 q=547.76569688621521
p=0.0028561201556279998 q=547.76569688621544
p=0.0028561201556282501 q=547.76569688621555
p=0.0028561201556284999 q=547.76569688621566
p=0.0028561201556287501 q=547.76569688621589
p=0.0028561201556289999 q=547.76569688621601
p=0.0028561201556292497 q=547.76569688621612
p=0.0028561201556294999 q=547.76569688621623
p=0.0028561201556297497 q=547.76569688621646
p=0.00285612015563 q=547.76569688621657
p=0.0028561201556302498 q=547.7656968862168
p=0.0028561201556305 q=547.76569688621692
p=0.0028561201556307498 q=547.76569688621703
p=0.002856120155631 q=547.76569688621714
p=0.0028561201556312498 q=547.76569688621737
p=0.0028561201556315001 q=547.76569688621748
p=0.0028561201556317499 q=547.7656968862176
p=0.0028561201556320001 q=547.76569688621771
p=0.0028561201556322499 q=547.76569688621794
p=0.0028561201556324997 q=547.76569688621805
p=0.0028561201556327499 q=547.76569688621817
p=0.0028561201556329997 q=547.76569688621839
p=0.00285612015563325 q=547.76569688621851
p=0.0028561201556334998 q=547.76569688621862
p=0.00285612015563375 q=547.76569688621873
p=0.0028561201556339998 q=547.76569688621896
p=0.00285612015563425 q=547.76569688621908
p=0.0028561201556344998 q=547.76569688621919
p=0.0028561201556347501 q=547.7656968862193
p=0.0028561201556349999 q=547.76569688621953
p=0.0028561201556352501 q=547.76569688621964
p=0.0028561201556354999 q=547.76569688621976
p=0.0028561201556357497 q=547.76569688621998
p=0.0028561201556359999 q=547.7656968862201
p=0.0028561201556362497 q=547.76569688622021
p=0.0028561201556365 q=547.76569688622033
p=0.0028561201556367498 q=547.76569688622055
p=0.002856120155637 q=547.76569688622067
p=0.0028561201556372498 q=547.76569688622078
p=0.0028561201556375 q=547.76569688622089
p=0.0028561201556377498 q=547.76569688622112
p=0.0028561201556380001 q=547.76569688622124
p=0.0028561201556382499 q=547.76569688622135
p=0.0028561201556385001 q=547.76569688622158
p=0.0028561201556387499 q=547.76569688622169
p=0.0028561201556389997 q=547.7656968862218
p=0.0028561201556392499 q=547.76569688622203
p=0.0028561201556394997 q=547.76569688622214
p=0.00285612015563975 q=547.76569688622226
p=0.0028561201556399998 q=547.76569688622237
p=0.00285612015564025 q=547.76569688622249
p=0.0028561201556404998 q=547.76569688622271
p=0.00285612015564075 q=547.76569688622283
p=0.0028561201556409998 q=547.76569688622294
p=0.0028561201556412501 q=547.76569688622317
p=0.0028561201556414999 q=547.76569688622328
p=0.0028561201556417501 q=547.7656968862234
p=0.0028561201556419999 q=547.76569688622362
p=0.0028561201556422497 q=547.76569688622374
p=0.0028561201556424999 q=547.76569688622385
p=0.0028561201556427497 q=547.76569688622408
p=0.002856120155643 q=547.76569688622408
p=0.0028561201556432498 q=547.7656968862243
p=0.0028561201556435 q=547.76569688622442
p=0.0028561201556437498 q=547.76569688622453
p=0.002856120155644 q=547.76569688622476
p=0.0028561201556442498 q=547.76569688622487
p=0.0028561201556445001 q=547.76569688622499
p=0.0028561201556447499 q=547.76569688622521
p=0.0028561201556449997 q=547.76569688622533
p=0.0028561201556452499 q=547.76569688622544
p=0.0028561201556454997 q=547.76569688622567
p=0.0028561201556457499 q=547.76569688622578
p=0.0028561201556459997 q=547.7656968862259
p=0.00285612015564625 q=547.76569688622601
p=0.0028561201556464998 q=547.76569688622624
p=0.00285612015564675 q=547.76569688622635
p=0.0028561201556469998 q=547.76569688622646
p=0.00285612015564725 q=547.76569688622669
p=0.0028561201556474998 q=547.76569688622681
p=0.0028561201556477501 q=547.76569688622692
p=0.0028561201556479999 q=547.76569688622703
p=0.0028561201556482497 q=547.76569688622726
p=0.0028561201556484999 q=547.76569688622737
p=0.0028561201556487497 q=547.76569688622749
p=0.002856120155649 q=547.76569688622772
p=0.0028561201556492498 q=547.76569688622783
p=0.0028561201556495 q=547.76569688622794
p=0.0028561201556497498 q=547.76569688622806
p=0.00285612015565 q=547.76569688622828
p=0.0028561201556502498 q=547.7656968862284
p=0.0028561201556505001 q=547.76569688622851
p=0.0028561201556507499 q=547.76569688622862
p=0.0028561201556510001 q=547.76569688622885
p=0.0028561201556512499 q=547.76569688622897
p=0.0028561201556514997 q=547.76569688622908
p=0.0028561201556517499 q=547.76569688622931
p=0.0028561201556519997 q=547.76569688622942
p=0.00285612015565225 q=547.76569688622953
p=0.0028561201556524998 q=547.76569688622965
p=0.00285612015565275 q=547.76569688622988
p=0.0028561201556529998 q=547.76569688622999
p=0.00285612015565325 q=547.7656968862301
p=0.0028561201556534998 q=547.76569688623022
p=0.0028561201556537501 q=547.76569688623044
p=0.0028561201556539999 q=547.76569688623056
p=0.0028561201556542501 q=547.76569688623067
p=0.0028561201556544999 q=547.7656968862309
p=0.0028561201556547497 q=547.76569688623101
p=0.0028561201556549999 q=547.76569688623113
p=0.0028561201556552497 q=547.76569688623135
p=0.0028561201556555 q=547.76569688623147
p=0.0028561201556557498 q=547.76569688623158
p=0.002856120155656 q=547.76569688623169
p=0.0028561201556562498 q=547.76569688623192
p=0.0028561201556565 q=547.76569688623204
p=0.0028561201556567498 q=547.76569688623215
p=0.0028561201556570001 q=547.76569688623226
p=0.0028561201556572499 q=547.76569688623249
p=0.0028561201556575001 q=547.7656968862326
p=0.0028561201556577499 q=547.76569688623272
p=0.0028561201556579997 q=547.76569688623294
p=0.0028561201556582499 q=547.76569688623306
p=0.0028561201556584997 q=547.76569688623317
p=0.00285612015565875 q=547.76569688623329
p=0.0028561201556589998 q=547.76569688623351
p=0.00285612015565925 q=547.76569688623363
p=0.0028561201556594998 q=547.76569688623374
p=0.00285612015565975 q=547.76569688623385
p=0.0028561201556599998 q=547.76569688623408
p=0.0028561201556602501 q=547.7656968862342
p=0.0028561201556604999 q=547.76569688623431
p=0.0028561201556607501 q=547.76569688623454
p=0.0028561201556609999 q=547.76569688623465
p=0.0028561201556612497 q=547.76569688623476
p=0.0028561201556614999 q=547.76569688623488
p=0.0028561201556617497 q=547.76569688623511
p=0.002856120155662 q=547.76569688623522
p=0.0028561201556622498 q=547.76569688623533
p=0.0028561201556625 q=547.76569688623556
p=0.0028561201556627498 q=547.76569688623567
p=0.002856120155663 q=547.76569688623579
p=0.0028561201556632498 q=547.7656968862359
p=0.0028561201556635001 q=547.76569688623613
p=0.0028561201556637499 q=547.76569688623624
p=0.0028561201556639997 q=547.76569688623636
p=0.0028561201556642499 q=547.76569688623647
p=0.0028561201556644997 q=547.7656968862367
p=0.0028561201556647499 q=547.76569688623681
p=0.0028561201556649997 q=547.76569688623692
p=0.00285612015566525 q=547.76569688623715
p=0.0028561201556654998 q=547.76569688623727
p=0.00285612015566575 q=547.76569688623738
p=0.0028561201556659998 q=547.76569688623749
p=0.00285612015566625 q=547.76569688623772
p=0.0028561201556664998 q=547.76569688623783
p=0.0028561201556667501 q=547.76569688623795
p=0.0028561201556669999 q=547.76569688623817
p=0.0028561201556672497 q=547.76569688623829
p=0.0028561201556674999 q=547.7656968862384
p=0.0028561201556677497 q=547.76569688623852
p=0.0028561201556679999 q=547.76569688623874
p=0.0028561201556682497 q=547.76569688623886
p=0.0028561201556685 q=547.76569688623897
p=0.0028561201556687498 q=547.7656968862392
p=0.002856120155669 q=547.76569688623931
p=0.0028561201556692498 q=547.76569688623943
p=0.0028561201556695 q=547.76569688623954
p=0.0028561201556697498 q=547.76569688623977
p=0.0028561201556700001 q=547.76569688623988
p=0.0028561201556702499 q=547.76569688623999
p=0.0028561201556704997 q=547.76569688624011
p=0.0028561201556707499 q=547.76569688624033
p=0.0028561201556709997 q=547.76569688624045
p=0.0028561201556712499 q=547.76569688624056
p=0.0028561201556714997 q=547.76569688624079
p=0.00285612015567175 q=547.7656968862409
p=0.0028561201556719998 q=547.76569688624102
p=0.00285612015567225 q=547.76569688624113
p=0.0028561201556724998 q=547.76569688624136
p=0.0028561201556727501 q=547.76569688624147
p=0.0028561201556729999 q=547.76569688624159
p=0.0028561201556732501 q=547.76569688624181
p=0.0028561201556734999 q=547.76569688624193
p=0.0028561201556737497 q=547.76569688624204
p=0.0028561201556739999 q=547.76569688624227
p=0.0028561201556742497 q=547.76569688624238
p=0.0028561201556745 q=547.76569688624249
p=0.0028561201556747498 q=547.76569688624261
p=0.002856120155675 q=547.76569688624272
p=0.0028561201556752498 q=547.76569688624295
p=0.0028561201556755 q=547.76569688624306
p=0.0028561201556757498 q=547.76569688624318
p=0.0028561201556760001 q=547.7656968862434
p=0.0028561201556762499 q=547.76569688624352
p=0.0028561201556765001 q=547.76569688624363
p=0.0028561201556767499 q=547.76569688624386
p=0.0028561201556769997 q=547.76569688624397
p=0.0028561201556772499 q=547.76569688624409
p=0.0028561201556774997 q=547.7656968862442
p=0.00285612015567775 q=547.76569688624431
p=0.0028561201556779998 q=547.76569688624454
p=0.00285612015567825 q=547.76569688624465
p=0.0028561201556784998 q=547.76569688624477
p=0.00285612015567875 q=547.765696886245
p=0.0028561201556789998 q=547.76569688624511
p=0.0028561201556792501 q=547.76569688624522
p=0.0028561201556794999 q=547.76569688624545
p=0.0028561201556797497 q=547.76569688624556
p=0.0028561201556799999 q=547.76569688624568
p=0.0028561201556802497 q=547.76569688624579
p=0.0028561201556804999 q=547.76569688624602
p=0.0028561201556807497 q=547.76569688624613
p=0.002856120155681 q=547.76569688624625
p=0.0028561201556812498 q=547.76569688624636
p=0.0028561201556815 q=547.76569688624659
p=0.0028561201556817498 q=547.7656968862467
p=0.002856120155682 q=547.76569688624681
p=0.0028561201556822498 q=547.76569688624704
p=0.0028561201556825001 q=547.76569688624716
p=0.0028561201556827499 q=547.76569688624727
p=0.0028561201556829997 q=547.76569688624738
p=0.0028561201556832499 q=547.76569688624761
p=0.0028561201556834997 q=547.76569688624772
p=0.0028561201556837499 q=547.76569688624795
p=0.0028561201556839997 q=547.76569688624795
p=0.00285612015568425 q=547.76569688624818
p=0.0028561201556844998 q=547.76569688624829
p=0.00285612015568475 q=547.76569688624841
p=0.0028561201556849998 q=547.76569688624863
p=0.00285612015568525 q=547.76569688624875
p=0.0028561201556854998 q=547.76569688624886
p=0.0028561201556857501 q=547.76569688624909
p=0.0028561201556859999 q=547.7656968862492
p=0.0028561201556862497 q=547.76569688624932
p=0.0028561201556864999 q=547.76569688624943
p=0.0028561201556867497 q=547.76569688624954
p=0.0028561201556869999 q=547.76569688624977
p=0.0028561201556872497 q=547.76569688624988
p=0.0028561201556875 q=547.76569688625
p=0.0028561201556877498 q=547.76569688625023
p=0.002856120155688 q=547.76569688625034
p=0.0028561201556882498 q=547.76569688625045
p=0.0028561201556885 q=547.76569688625068
p=0.0028561201556887498 q=547.76569688625079
p=0.0028561201556890001 q=547.76569688625091
p=0.0028561201556892499 q=547.76569688625113
p=0.0028561201556894997 q=547.76569688625125
p=0.0028561201556897499 q=547.76569688625136
p=0.0028561201556899997 q=547.76569688625159
p=0.0028561201556902499 q=547.7656968862517
p=0.0028561201556904997 q=547.76569688625182
p=0.00285612015569075 q=547.76569688625193
p=0.0028561201556909998 q=547.76569688625204
p=0.00285612015569125 q=547.76569688625227
p=0.0028561201556914998 q=547.76569688625239
p=0.00285612015569175 q=547.7656968862525
p=0.0028561201556919998 q=547.76569688625273
p=0.0028561201556922501 q=547.76569688625284
p=0.0028561201556924999 q=547.76569688625295
p=0.0028561201556927497 q=547.76569688625318
p=0.0028561201556929999 q=547.76569688625329
p=0.0028561201556932497 q=547.76569688625341
p=0.0028561201556934999 q=547.76569688625352
p=0.0028561201556937497 q=547.76569688625364
p=0.002856120155694 q=547.76569688625386
p=0.0028561201556942498 q=547.76569688625398
p=0.0028561201556945 q=547.7656968862542
p=0.0028561201556947498 q=547.76569688625432
p=0.002856120155695 q=547.76569688625443
p=0.0028561201556952498 q=547.76569688625455
p=0.0028561201556955001 q=547.76569688625477
p=0.0028561201556957499 q=547.76569688625489
p=0.0028561201556959997 q=547.765696886255
p=0.0028561201556962499 q=547.76569688625511
p=0.0028561201556964997 q=547.76569688625523
p=0.00285612015569675 q=547.76569688625545
p=0.0028561201556969998 q=547.76569688625557
p=0.00285612015569725 q=547.76569688625568
p=0.0028561201556974998 q=547.76569688625591
p=0.00285612015569775 q=547.76569688625602
p=0.0028561201556979998 q=547.76569688625614
p=0.0028561201556982501 q=547.76569688625636
p=0.0028561201556984999 q=547.76569688625648
p=0.0028561201556987497 q=547.76569688625659
p=0.0028561201556989999 q=547.76569688625682
p=0.0028561201556992497 q=547.76569688625693
p=0.0028561201556994999 q=547.76569688625705
p=0.0028561201556997497 q=547.76569688625716
p=0.0028561201557 q=547.76569688625739
p=0.0028561201557002498 q=547.7656968862575
p=0.0028561201557005 q=547.76569688625762
p=0.0028561201557007498 q=547.76569688625773
p=0.002856120155701 q=547.76569688625796
p=0.0028561201557012498 q=547.76569688625807
p=0.0028561201557015001 q=547.76569688625818
p=0.0028561201557017499 q=547.7656968862583
p=0.0028561201557019997 q=547.76569688625852
p=0.0028561201557022499 q=547.76569688625864
p=0.0028561201557024997 q=547.76569688625875
p=0.0028561201557027499 q=547.76569688625887
p=0.0028561201557029997 q=547.76569688625909
p=0.00285612015570325 q=547.76569688625921
p=0.0028561201557034998 q=547.76569688625943
p=0.00285612015570375 q=547.76569688625955
p=0.0028561201557039998 q=547.76569688625966
p=0.00285612015570425 q=547.76569688625978
p=0.0028561201557044998 q=547.76569688625989
p=0.0028561201557047501 q=547.76569688626012
p=0.0028561201557049999 q=547.76569688626023
p=0.0028561201557052497 q=547.76569688626046
p=0.0028561201557054999 q=547.76569688626057
p=0.0028561201557057497 q=547.76569688626068
p=0.0028561201557059999 q=547.7656968862608
p=0.0028561201557062497 q=547.76569688626103
p=0.0028561201557065 q=547.76569688626114
p=0.0028561201557067498 q=547.76569688626125
p=0.002856120155707 q=547.76569688626137
p=0.0028561201557072498 q=547.76569688626159
p=0.0028561201557075 q=547.76569688626171
p=0.0028561201557077498 q=547.76569688626182
p=0.0028561201557080001 q=547.76569688626205
p=0.0028561201557082499 q=547.76569688626216
p=0.0028561201557084997 q=547.76569688626228
p=0.0028561201557087499 q=547.76569688626239
p=0.0028561201557089997 q=547.76569688626262
p=0.0028561201557092499 q=547.76569688626273
p=0.0028561201557094997 q=547.76569688626284
p=0.00285612015570975 q=547.76569688626296
p=0.0028561201557099998 q=547.76569688626319
p=0.00285612015571025 q=547.7656968862633
p=0.0028561201557104998 q=547.76569688626341
p=0.00285612015571075 q=547.76569688626364
p=0.0028561201557109998 q=547.76569688626375
p=0.0028561201557112501 q=547.76569688626387
p=0.0028561201557114999 q=547.7656968862641
p=0.0028561201557117497 q=547.7656968862641
p=0.0028561201557119999 q=547.76569688626432
p=0.0028561201557122497 q=547.76569688626444
p=0.0028561201557124999 q=547.76569688626466
p=0.0028561201557127497 q=547.76569688626478
p=0.002856120155713 q=547.76569688626489
p=0.0028561201557132498 q=547.765696886265
p=0.0028561201557135 q=547.76569688626523
p=0.0028561201557137498 q=547.76569688626535
p=0.002856120155714 q=547.76569688626546
p=0.0028561201557142498 q=547.76569688626569
p=0.0028561201557145001 q=547.7656968862658
p=0.0028561201557147499 q=547.76569688626591
p=0.0028561201557149997 q=547.76569688626603
p=0.0028561201557152499 q=547.76569688626614
p=0.0028561201557154997 q=547.76569688626637
p=0.0028561201557157499 q=547.76569688626648
p=0.0028561201557159997 q=547.7656968862666
p=0.00285612015571625 q=547.76569688626682
p=0.0028561201557164998 q=547.76569688626694
p=0.00285612015571675 q=547.76569688626705
p=0.0028561201557169998 q=547.76569688626728
p=0.00285612015571725 q=547.76569688626739
p=0.0028561201557174998 q=547.76569688626751
p=0.0028561201557177496 q=547.76569688626762
p=0.0028561201557179999 q=547.76569688626773
p=0.0028561201557182497 q=547.76569688626796
p=0.0028561201557184999 q=547.76569688626807
p=0.0028561201557187497 q=547.7656968862683
p=0.0028561201557189999 q=547.76569688626842
p=0.0028561201557192497 q=547.76569688626853
p=0.0028561201557195 q=547.76569688626864
p=0.0028561201557197498 q=547.76569688626887
p=0.00285612015572 q=547.76569688626898
p=0.0028561201557202498 q=547.7656968862691
p=0.0028561201557205 q=547.76569688626932
p=0.0028561201557207498 q=547.76569688626944
p=0.0028561201557209996 q=547.76569688626955
p=0.0028561201557212499 q=547.76569688626967
p=0.0028561201557214997 q=547.76569688626989
p=0.0028561201557217499 q=547.76569688627001
p=0.0028561201557219997 q=547.76569688627012
p=0.00285612015572225 q=547.76569688627023
p=0.0028561201557224998 q=547.76569688627046
p=0.00285612015572275 q=547.76569688627058
p=0.0028561201557229998 q=547.76569688627069
p=0.00285612015572325 q=547.76569688627092
p=0.0028561201557234998 q=547.76569688627103
p=0.0028561201557237501 q=547.76569688627114
p=0.0028561201557239999 q=547.76569688627126
p=0.0028561201557242497 q=547.76569688627148
p=0.0028561201557244999 q=547.7656968862716
p=0.0028561201557247497 q=547.76569688627171
p=0.0028561201557249999 q=547.76569688627183
p=0.0028561201557252497 q=547.76569688627205
p=0.0028561201557255 q=547.76569688627217
p=0.0028561201557257498 q=547.76569688627228
p=0.002856120155726 q=547.76569688627251
p=0.0028561201557262498 q=547.76569688627262
p=0.0028561201557265 q=547.76569688627274
p=0.0028561201557267498 q=547.76569688627296
p=0.0028561201557270001 q=547.76569688627308
p=0.0028561201557272499 q=547.76569688627319
p=0.0028561201557274997 q=547.7656968862733
p=0.0028561201557277499 q=547.76569688627353
p=0.0028561201557279997 q=547.76569688627364
p=0.0028561201557282499 q=547.76569688627376
p=0.0028561201557284997 q=547.76569688627387
p=0.00285612015572875 q=547.7656968862741
p=0.0028561201557289998 q=547.76569688627421
p=0.00285612015572925 q=547.76569688627433
p=0.0028561201557294998 q=547.76569688627455
p=0.00285612015572975 q=547.76569688627467
p=0.0028561201557299998 q=547.76569688627478
p=0.0028561201557302501 q=547.7656968862749
p=0.0028561201557304999 q=547.76569688627512
p=0.0028561201557307497 q=547.76569688627524
p=0.0028561201557309999 q=547.76569688627535
p=0.0028561201557312497 q=547.76569688627546
p=0.0028561201557314999 q=547.76569688627569
p=0.0028561201557317497 q=547.7656968862758
p=0.002856120155732 q=547.76569688627592
p=0.0028561201557322498 q=547.76569688627615
p=0.0028561201557325 q=547.76569688627626
p=0.0028561201557327498 q=547.76569688627637
p=0.002856120155733 q=547.7656968862766
p=0.0028561201557332498 q=547.76569688627671
p=0.0028561201557335001 q=547.76569688627683
p=0.0028561201557337499 q=547.76569688627694
p=0.0028561201557339997 q=547.76569688627706
p=0.0028561201557342499 q=547.76569688627728
p=0.0028561201557344997 q=547.7656968862774
p=0.0028561201557347499 q=547.76569688627751
p=0.0028561201557349997 q=547.76569688627774
p=0.00285612015573525 q=547.76569688627785
p=0.0028561201557354998 q=547.76569688627796
p=0.00285612015573575 q=547.76569688627819
p=0.0028561201557359998 q=547.76569688627831
p=0.00285612015573625 q=547.76569688627842
p=0.0028561201557364998 q=547.76569688627853
p=0.0028561201557367496 q=547.76569688627876
p=0.0028561201557369999 q=547.76569688627887
p=0.0028561201557372497 q=547.76569688627899
p=0.0028561201557374999 q=547.7656968862791
p=0.0028561201557377497 q=547.76569688627933
p=0.0028561201557379999 q=547.76569688627944
p=0.0028561201557382497 q=547.76569688627956
p=0.0028561201557385 q=547.76569688627978
p=0.0028561201557387498 q=547.7656968862799
p=0.002856120155739 q=547.76569688628001
p=0.0028561201557392498 q=547.76569688628012
p=0.0028561201557395 q=547.76569688628035
p=0.0028561201557397498 q=547.76569688628047
p=0.0028561201557399996 q=547.76569688628058
p=0.0028561201557402499 q=547.76569688628081
p=0.0028561201557404997 q=547.76569688628092
p=0.0028561201557407499 q=547.76569688628103
p=0.0028561201557409997 q=547.76569688628115
p=0.0028561201557412499 q=547.76569688628138
p=0.0028561201557414997 q=547.76569688628149
p=0.00285612015574175 q=547.7656968862816
p=0.0028561201557419998 q=547.76569688628183
p=0.00285612015574225 q=547.76569688628194
p=0.0028561201557424998 q=547.76569688628206
p=0.00285612015574275 q=547.76569688628217
p=0.0028561201557429998 q=547.7656968862824
p=0.0028561201557432496 q=547.76569688628251
p=0.0028561201557434999 q=547.76569688628263
p=0.0028561201557437497 q=547.76569688628274
p=0.0028561201557439999 q=547.76569688628297
p=0.0028561201557442497 q=547.76569688628308
p=0.0028561201557444999 q=547.76569688628319
p=0.0028561201557447497 q=547.76569688628342
p=0.002856120155745 q=547.76569688628354
p=0.0028561201557452498 q=547.76569688628365
p=0.0028561201557455 q=547.76569688628388
p=0.0028561201557457498 q=547.76569688628399
p=0.0028561201557460001 q=547.7656968862841
p=0.0028561201557462499 q=547.76569688628422
p=0.0028561201557464997 q=547.76569688628433
p=0.0028561201557467499 q=547.76569688628456
p=0.0028561201557469997 q=547.76569688628467
p=0.0028561201557472499 q=547.76569688628479
p=0.0028561201557474997 q=547.76569688628501
p=0.00285612015574775 q=547.76569688628513
p=0.0028561201557479998 q=547.76569688628524
p=0.00285612015574825 q=547.76569688628547
p=0.0028561201557484998 q=547.76569688628558
p=0.00285612015574875 q=547.7656968862857
p=0.0028561201557489998 q=547.76569688628581
p=0.0028561201557492501 q=547.76569688628604
p=0.0028561201557494999 q=547.76569688628615
p=0.0028561201557497497 q=547.76569688628626
p=0.0028561201557499999 q=547.76569688628638
p=0.0028561201557502497 q=547.76569688628661
p=0.0028561201557504999 q=547.76569688628672
p=0.0028561201557507497 q=547.76569688628683
p=0.002856120155751 q=547.76569688628706
p=0.0028561201557512498 q=547.76569688628717
p=0.0028561201557515 q=547.76569688628729
p=0.0028561201557517498 q=547.76569688628751
p=0.002856120155752 q=547.76569688628763
p=0.0028561201557522498 q=547.76569688628774
p=0.0028561201557525001 q=547.76569688628786
p=0.0028561201557527499 q=547.76569688628808
p=0.0028561201557529997 q=547.7656968862882
p=0.0028561201557532499 q=547.76569688628831
p=0.0028561201557534997 q=547.76569688628842
p=0.0028561201557537499 q=547.76569688628865
p=0.0028561201557539997 q=547.76569688628877
p=0.00285612015575425 q=547.76569688628888
p=0.0028561201557544998 q=547.76569688628911
p=0.00285612015575475 q=547.76569688628922
p=0.0028561201557549998 q=547.76569688628933
p=0.00285612015575525 q=547.76569688628945
p=0.0028561201557554998 q=547.76569688628967
p=0.0028561201557557496 q=547.76569688628979
p=0.0028561201557559999 q=547.7656968862899
p=0.0028561201557562497 q=547.76569688629002
p=0.0028561201557564999 q=547.76569688629024
p=0.0028561201557567497 q=547.76569688629036
p=0.0028561201557569999 q=547.76569688629047
p=0.0028561201557572497 q=547.7656968862907
p=0.0028561201557575 q=547.76569688629081
p=0.0028561201557577498 q=547.76569688629093
p=0.002856120155758 q=547.76569688629104
p=0.0028561201557582498 q=547.76569688629127
p=0.0028561201557585 q=547.76569688629138
p=0.0028561201557587498 q=547.76569688629149
p=0.0028561201557589996 q=547.76569688629172
p=0.0028561201557592499 q=547.76569688629183
p=0.0028561201557594997 q=547.76569688629195
p=0.0028561201557597499 q=547.76569688629206
p=0.0028561201557599997 q=547.76569688629229
p=0.0028561201557602499 q=547.7656968862924
p=0.0028561201557604997 q=547.76569688629252
p=0.00285612015576075 q=547.76569688629274
p=0.0028561201557609998 q=547.76569688629286
p=0.00285612015576125 q=547.76569688629297
p=0.0028561201557614998 q=547.7656968862932
p=0.00285612015576175 q=547.76569688629331
p=0.0028561201557619998 q=547.76569688629343
p=0.0028561201557622496 q=547.76569688629354
p=0.0028561201557624999 q=547.76569688629365
p=0.0028561201557627497 q=547.76569688629388
p=0.0028561201557629999 q=547.76569688629399
p=0.0028561201557632497 q=547.76569688629411
p=0.0028561201557634999 q=547.76569688629434
p=0.0028561201557637497 q=547.76569688629445
p=0.002856120155764 q=547.76569688629456
p=0.0028561201557642498 q=547.76569688629479
p=0.0028561201557645 q=547.7656968862949
p=0.0028561201557647498 q=547.76569688629502
p=0.002856120155765 q=547.76569688629513
p=0.0028561201557652498 q=547.76569688629536
p=0.0028561201557654996 q=547.76569688629547
p=0.0028561201557657499 q=547.76569688629559
p=0.0028561201557659997 q=547.7656968862957
p=0.0028561201557662499 q=547.76569688629593
p=0.0028561201557664997 q=547.76569688629604
p=0.0028561201557667499 q=547.76569688629615
p=0.0028561201557669997 q=547.76569688629638
p=0.00285612015576725 q=547.7656968862965
p=0.0028561201557674998 q=547.76569688629661
p=0.00285612015576775 q=547.76569688629684
p=0.0028561201557679998 q=547.76569688629695
p=0.00285612015576825 q=547.76569688629706
p=0.0028561201557684998 q=547.76569688629718
p=0.0028561201557687496 q=547.76569688629729
p=0.0028561201557689999 q=547.76569688629752
p=0.0028561201557692497 q=547.76569688629763
p=0.0028561201557694999 q=547.76569688629775
p=0.0028561201557697497 q=547.76569688629797
p=0.0028561201557699999 q=547.76569688629809
p=0.0028561201557702498 q=547.7656968862982
p=0.0028561201557705 q=547.76569688629831
p=0.0028561201557707498 q=547.76569688629854
p=0.002856120155771 q=547.76569688629866
p=0.0028561201557712498 q=547.76569688629877
p=0.0028561201557715001 q=547.76569688629888
p=0.0028561201557717499 q=547.76569688629911
p=0.0028561201557719997 q=547.76569688629922
p=0.0028561201557722499 q=547.76569688629945
p=0.0028561201557724997 q=547.76569688629957
p=0.0028561201557727499 q=547.76569688629968
p=0.0028561201557729997 q=547.76569688629979
p=0.00285612015577325 q=547.76569688630002
p=0.0028561201557734998 q=547.76569688630013
p=0.00285612015577375 q=547.76569688630025
p=0.0028561201557739998 q=547.76569688630047
p=0.00285612015577425 q=547.76569688630059
p=0.0028561201557744998 q=547.7656968863007
p=0.0028561201557747496 q=547.76569688630082
p=0.0028561201557749999 q=547.76569688630093
p=0.0028561201557752497 q=547.76569688630116
p=0.0028561201557754999 q=547.76569688630127
p=0.0028561201557757497 q=547.76569688630138
p=0.0028561201557759999 q=547.76569688630161
p=0.0028561201557762497 q=547.76569688630173
p=0.0028561201557765 q=547.76569688630184
p=0.0028561201557767498 q=547.76569688630207
p=0.002856120155777 q=547.76569688630218
p=0.0028561201557772498 q=547.76569688630229
p=0.0028561201557775 q=547.76569688630241
p=0.0028561201557777498 q=547.76569688630263
p=0.0028561201557779996 q=547.76569688630275
p=0.0028561201557782499 q=547.76569688630286
p=0.0028561201557784997 q=547.76569688630298
p=0.0028561201557787499 q=547.7656968863032
p=0.0028561201557789997 q=547.76569688630332
p=0.0028561201557792499 q=547.76569688630343
p=0.0028561201557794997 q=547.76569688630366
p=0.00285612015577975 q=547.76569688630377
p=0.0028561201557799998 q=547.76569688630389
p=0.00285612015578025 q=547.765696886304
p=0.0028561201557804998 q=547.76569688630411
p=0.00285612015578075 q=547.76569688630434
p=0.0028561201557809998 q=547.76569688630445
p=0.0028561201557812496 q=547.76569688630457
p=0.0028561201557814999 q=547.7656968863048
p=0.0028561201557817497 q=547.76569688630491
p=0.0028561201557819999 q=547.76569688630502
